,genre,id,track,artist,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
I want to get pictures of Limerick stuck in my head in case I never come back. I sit in St. Joseph's Church and the Redemptorist church and tell myself take a good look because I might never see this again. I walk down Henry Street to say good-bye to St. Francis though I'm sure I'll be able to talk to him in America.
Now there are days I don't want to go to America. I'd like to go to O'Riordan's Travel Agency and get back my fifty-five pounds. I could wait till I'm twenty-one and Malachy can go with me so that I'll know at least one person in New York. I have strange feelings and sometimes when I'm sitting by the fire with Mam and my brothers I feel tears coming and I'm ashamed of myself for being weak. At first Mam laughs and tells me, Your bladder must be near your eye, but then Michael says, We'll all go to America, Dad will be there, Malachy will be there and we'll all be together, and she gets the tears herself and we sit there, the four of us, like weeping eejits.
Mam says this is the first time we ever had a party and isn't it a sad thing altogether that you have it when your children are slipping away one by one, Malachy to England, Frank to America. She saves a few shillings from her wages taking care of Mr. Sliney to buy bread, ham, brawn, cheese, lemonade and a few bottles of stout. Uncle Pa Keating brings stout, whiskey and a little sherry for Aunt Aggie's delicate stomach and she brings a cake loaded with currants and raisins she baked herself. The Abbot brings six bottles of stout and says, That's all right, Frankie, ye can all drink it as long as I have a bottle or two for meself to help me sing me song.
He sings ""The Road to Rasheen. "" He holds his stout, closes his eyes, and song comes out in a high whine. The words make no sense and everyone wonders why tears are seeping from his shut eyes. Alphie whispers to me, Why is he crying over a song that makes no sense?
I don't know.
The Abbot ends his song, opens his eyes, wipes his cheeks and tells us that was a sad song about an Irish boy that went to America and got shot by gangsters and died before a priest could reach his side and he tells me don't be gettin' shot if you're not near a priest.
Uncle Pa says that's the saddest song he ever heard and is there any chance we could have something lively. He calls on Mam and she says, Ah, no, Pa, sure I don't have the wind.
Come on, Angela, come on. One voice now, one voice and one voice
only.
All right. I'll try.
We all join in the chorus of her sad song,
A mother's love is a blessing No matter where you roam. Keep her while you have her,
You'll miss her when she's gone.
Uncle Pa says one song is worse than the one before and are we turning this night into a wake altogether, is there any chance someone would sing a song to liven up the proceedings or will he be driven to drink with the sadness.
Oh, God, says Aunt Aggie, I forgot. The moon is having an eclipse abroad this minute.
We stand out in the lane watching the moon disappear behind a round black shadow. Uncle Pa says, That's a very good sign for you going to America, Frankie.
No, says Aunt Aggie, 'tis a bad sign. I read in the paper that the moon is practicing for the end of the world.
Oh, end of the world my arse, says Uncle Pa. 'Tis the beginning for Frankie McCourt. He'll come back in a few years with a new suit and fat on his bones like any Yank and a lovely girl with white teeth hangin' from his arm.
Mam says, Ah, no, Pa, ah, no, and they take her inside and comfort her with a drop of sherry from Spain.
It's late in the day when the Irish Oak sails from Cork, past Kinsale and Cape Clear, and dark when lights twinkle on Mizen Head, the last of Ireland I'll see for God knows how long.
Surely I should have stayed, taken the post office examination, climbed in the world. I could have brought in enough money for Michael and Alphie to go to school with proper shoes and bellies well filled. We could have moved from the lane to a street or even an avenue where houses have gardens. I should have taken that examination and Mam would never again have to empty the chamber pots of Mr. Sliney or anyone else.
It's too late now. I'm on the ship and there goes Ireland into the night and it's foolish to be standing on this deck looking back and thinking of my family and Limerick and Malachy and my father in England and even more foolish that songs are going through my head Roddy McCorley goes to die and Mam gasping Oh the days of the Kerry dancing with poor Mr. Clohessy hacking away in the bed and now I want Ireland back at least I had Mam and my brothers and Aunt Aggie bad as she was and Uncle Pa, standing me my first pint, and my bladder is near my eye and here's a priest standing by me on the deck and you can see he's curious.
